HolidayDate,HolidayDateNZ,HolidayD,HolidayMonth,HolidayYear,DayNumberOfWeek,HolidayDay,HolidayName,NationalHoliday,ObservedDate,ObservedDay
1/01/2005,1/01/2005,1,1,2005,6,Saturday,New Year's Day,Y,1/03/2005,Monday
1/02/2005,2/01/2005,2,1,2005,7,Sunday,Day after New Year's Day,Y,1/03/2005,Monday
01/24/2005,24/01/2005,24,1,2005,1,Monday,Wellington Anniversary,N,01/24/2005,Monday
01/31/2005,31/01/2005,31,1,2005,1,Monday,Auckland Anniversary,N,01/31/2005,Monday
01/31/2005,31/01/2005,31,1,2005,1,Monday,Nelson Anniversary,N,01/31/2005,Monday
2/06/2005,6/02/2005,6,2,2005,7,Sunday,Waitangi Day,Y,2/06/2005,Sunday
03/14/2005,14/03/2005,14,3,2005,1,Monday,Taranaki Anniversary,N,03/14/2005,Monday
03/21/2005,21/03/2005,21,3,2005,1,Monday,Otago Anniversary,N,03/21/2005,Monday
03/25/2005,25/03/2005,25,3,2005,5,Friday,Good Friday,Y,03/25/2005,Friday
03/28/2005,28/03/2005,28,3,2005,1,Monday,Easter Monday,Y,03/28/2005,Monday
03/29/2005,29/03/2005,29,3,2005,2,Tuesday,Southland Anniversary,N,03/29/2005,Tuesday
04/25/2005,25/04/2005,25,4,2005,1,Monday,ANZAC Day,Y,04/25/2005,Monday
6/06/2005,6/06/2005,6,6,2005,1,Monday,Queen's Birthday,Y,6/06/2005,Monday
09/26/2005,26/09/2005,26,9,2005,1,Monday,South Canterbury Anniversary,N,09/26/2005,Monday
10/21/2005,21/10/2005,21,10,2005,5,Friday,Hawke's Bay Anniversary,N,10/21/2005,Friday
10/24/2005,24/10/2005,24,10,2005,1,Monday,Labour Day,Y,10/24/2005,Monday
10/31/2005,31/10/2005,31,10,2005,1,Monday,Marlborough Anniversary,N,10/31/2005,Monday
11/11/2005,11/11/2005,11,11,2005,5,Friday,Canterbury Anniversary,N,11/11/2005,Friday
11/28/2005,28/11/2005,28,11,2005,1,Monday,Westland Anniversary,N,11/28/2005,Monday
11/28/2005,28/11/2005,28,11,2005,1,Monday,Chatham Islands Anniversary,N,11/28/2005,Monday
12/25/2005,25/12/2005,25,12,2005,7,Sunday,Christmas Day,Y,12/27/2005,Tuesday
12/26/2005,26/12/2005,26,12,2005,1,Monday,Boxing Day,Y,12/26/2005,Monday
1/01/2006,1/01/2006,1,1,2006,7,Sunday,New Year's Day,Y,1/03/2006,Tuesday
1/02/2006,2/01/2006,2,1,2006,1,Monday,Day after New Year's Day,Y,1/02/2006,Monday
01/23/2006,23/01/2006,23,1,2006,1,Monday,Wellington Anniversary,N,01/23/2006,Monday
01/30/2006,30/01/2006,30,1,2006,1,Monday,Auckland Anniversary,N,01/30/2006,Monday
01/30/2006,30/01/2006,30,1,2006,1,Monday,Nelson Anniversary,N,01/30/2006,Monday
2/06/2006,6/02/2006,6,2,2006,1,Monday,Waitangi Day,Y,2/06/2006,Monday
03/13/2006,13/03/2006,13,3,2006,1,Monday,Taranaki Anniversary,N,03/13/2006,Monday
03/20/2006,20/03/2006,20,3,2006,1,Monday,Otago Anniversary,N,03/20/2006,Monday
04/14/2006,14/04/2006,14,4,2006,5,Friday,Good Friday,Y,04/14/2006,Friday
04/17/2006,17/04/2006,17,4,2006,1,Monday,Easter Monday,Y,04/17/2006,Monday
04/18/2006,18/04/2006,18,4,2006,2,Tuesday,Southland Anniversary,N,04/18/2006,Tuesday
04/25/2006,25/04/2006,25,4,2006,2,Tuesday,ANZAC Day,Y,04/25/2006,Tuesday
6/05/2006,5/06/2006,5,6,2006,1,Monday,Queen's Birthday,Y,6/05/2006,Monday
09/25/2006,25/09/2006,25,9,2006,1,Monday,South Canterbury Anniversary,N,09/25/2006,Monday
10/20/2006,20/10/2006,20,10,2006,5,Friday,Hawke's Bay Anniversary,N,10/20/2006,Friday
10/23/2006,23/10/2006,23,10,2006,1,Monday,Labour Day,Y,10/23/2006,Monday
10/30/2006,30/10/2006,30,10,2006,1,Monday,Marlborough Anniversary,N,10/30/2006,Monday
11/17/2006,17/11/2006,17,11,2006,5,Friday,Canterbury Anniversary,N,11/17/2006,Friday
11/27/2006,27/11/2006,27,11,2006,1,Monday,Chatham Islands Anniversary,N,11/27/2006,Monday
12/04/2006,4/12/2006,4,12,2006,1,Monday,Westland Anniversary,N,12/04/2006,Monday
12/25/2006,25/12/2006,25,12,2006,1,Monday,Christmas Day,Y,12/25/2006,Monday
12/26/2006,26/12/2006,26,12,2006,2,Tuesday,Boxing Day,Y,12/26/2006,Tuesday
1/01/2007,1/01/2007,1,1,2007,1,Monday,New Year's Day,Y,1/01/2007,Monday
1/02/2007,2/01/2007,2,1,2007,2,Tuesday,Day after New Year's Day,Y,1/02/2007,Tuesday
01/22/2007,22/01/2007,22,1,2007,1,Monday,Wellington Anniversary,N,01/22/2007,Monday
01/29/2007,29/01/2007,29,1,2007,1,Monday,Auckland Anniversary,N,01/29/2007,Monday
01/29/2007,29/01/2007,29,1,2007,1,Monday,Nelson Anniversary,N,01/29/2007,Monday
2/06/2007,6/02/2007,6,2,2007,2,Tuesday,Waitangi Day,Y,2/06/2007,Tuesday
3/12/2007,12/03/2007,12,3,2007,1,Monday,Taranaki Anniversary,N,3/12/2007,Monday
03/26/2007,26/03/2007,26,3,2007,1,Monday,Otago Anniversary,N,03/26/2007,Monday
4/06/2007,6/04/2007,6,4,2007,5,Friday,Good Friday,Y,4/06/2007,Friday
4/09/2007,9/04/2007,9,4,2007,1,Monday,Easter Monday,Y,4/09/2007,Monday
4/10/2007,10/04/2007,10,4,2007,2,Tuesday,Southland Anniversary,N,4/10/2007,Tuesday
04/25/2007,25/04/2007,25,4,2007,3,Wednesday,ANZAC Day,Y,04/25/2007,Wednesday
6/04/2007,4/06/2007,4,6,2007,1,Monday,Queen's Birthday,Y,6/04/2007,Monday
09/24/2007,24/09/2007,24,9,2007,1,Monday,South Canterbury Anniversary,N,09/24/2007,Monday
10/19/2007,19/10/2007,19,10,2007,5,Friday,Hawke's Bay Anniversary,N,10/19/2007,Friday
10/22/2007,22/10/2007,22,10,2007,1,Monday,Labour Day,Y,10/22/2007,Monday
10/29/2007,29/10/2007,29,10,2007,1,Monday,Marlborough Anniversary,N,10/29/2007,Monday
11/16/2007,16/11/2007,16,11,2007,5,Friday,Canterbury Anniversary,N,11/16/2007,Friday
12/03/2007,3/12/2007,3,12,2007,1,Monday,Westland Anniversary,N,12/03/2007,Monday
12/03/2007,3/12/2007,3,12,2007,1,Monday,Chatham Islands Anniversary,N,12/03/2007,Monday
12/25/2007,25/12/2007,25,12,2007,2,Tuesday,Christmas Day,Y,12/25/2007,Tuesday
12/26/2007,26/12/2007,26,12,2007,3,Wednesday,Boxing Day,Y,12/26/2007,Wednesday
1/01/2008,1/01/2008,1,1,2008,2,Tuesday,New Year's Day,Y,1/01/2008,Tuesday
1/02/2008,2/01/2008,2,1,2008,3,Wednesday,Day after New Year's Day,Y,1/02/2008,Wednesday
01/21/2008,21/01/2008,21,1,2008,1,Monday,Wellington Anniversary,N,01/21/2008,Monday
01/28/2008,28/01/2008,28,1,2008,1,Monday,Auckland Anniversary,N,01/28/2008,Monday
2/04/2008,4/02/2008,4,2,2008,1,Monday,Nelson Anniversary,N,2/04/2008,Monday
2/06/2008,6/02/2008,6,2,2008,3,Wednesday,Waitangi Day,Y,2/06/2008,Wednesday
3/10/2008,10/03/2008,10,3,2008,1,Monday,Taranaki Anniversary,N,3/10/2008,Monday
03/21/2008,21/03/2008,21,3,2008,5,Friday,Good Friday,Y,03/21/2008,Friday
03/24/2008,24/03/2008,24,3,2008,1,Monday,Easter Monday,Y,03/24/2008,Monday
03/24/2008,24/03/2008,24,3,2008,1,Monday,Otago Anniversary,N,03/24/2008,Monday
03/25/2008,25/03/2008,25,3,2008,2,Tuesday,Southland Anniversary,N,03/25/2008,Tuesday
04/25/2008,25/04/2008,25,4,2008,5,Friday,ANZAC Day,Y,04/25/2008,Friday
6/02/2008,2/06/2008,2,6,2008,1,Monday,Queen's Birthday,Y,6/02/2008,Monday
09/22/2008,22/09/2008,22,9,2008,1,Monday,South Canterbury Anniversary,N,09/22/2008,Monday
10/24/2008,24/10/2008,24,10,2008,5,Friday,Hawke's Bay Anniversary,N,10/24/2008,Friday
10/27/2008,27/10/2008,27,10,2008,1,Monday,Labour Day,Y,10/27/2008,Monday
11/03/2008,3/11/2008,3,11,2008,1,Monday,Marlborough Anniversary,N,11/03/2008,Monday
11/14/2008,14/11/2008,14,11,2008,5,Friday,Canterbury Anniversary,N,11/14/2008,Friday
12/01/2008,1/12/2008,1,12,2008,1,Monday,Westland Anniversary,N,12/01/2008,Monday
12/01/2008,1/12/2008,1,12,2008,1,Monday,Chatham Islands Anniversary,N,12/01/2008,Monday
12/25/2008,25/12/2008,25,12,2008,4,Thursday,Christmas Day,Y,12/25/2008,Thursday
12/26/2008,26/12/2008,26,12,2008,5,Friday,Boxing Day,Y,12/26/2008,Friday
1/01/2009,1/01/2009,1,1,2009,4,Thursday,New Year's Day,Y,1/01/2009,Thursday
1/02/2009,2/01/2009,2,1,2009,5,Friday,Day after New Year's Day,Y,1/02/2009,Friday
01/19/2009,19/01/2009,19,1,2009,1,Monday,Wellington Anniversary,N,01/19/2009,Monday
01/26/2009,26/01/2009,26,1,2009,1,Monday,Auckland Anniversary,N,01/26/2009,Monday
2/02/2009,2/02/2009,2,2,2009,1,Monday,Nelson Anniversary,N,2/02/2009,Monday
2/06/2009,6/02/2009,6,2,2009,5,Friday,Waitangi Day,Y,2/06/2009,Friday
3/09/2009,9/03/2009,9,3,2009,1,Monday,Taranaki Anniversary,N,3/09/2009,Monday
03/23/2009,23/03/2009,23,3,2009,1,Monday,Otago Anniversary,N,03/23/2009,Monday
4/10/2009,10/04/2009,10,4,2009,5,Friday,Good Friday,Y,4/10/2009,Friday
04/13/2009,13/04/2009,13,4,2009,1,Monday,Easter Monday,Y,04/13/2009,Monday
04/14/2009,14/04/2009,14,4,2009,2,Tuesday,Southland Anniversary,N,04/14/2009,Tuesday
04/25/2009,25/04/2009,25,4,2009,6,Saturday,ANZAC Day,Y,04/25/2009,Saturday
6/01/2009,1/06/2009,1,6,2009,1,Monday,Queen's Birthday,Y,6/01/2009,Monday
09/28/2009,28/09/2009,28,9,2009,1,Monday,South Canterbury Anniversary,N,09/28/2009,Monday
10/23/2009,23/10/2009,23,10,2009,5,Friday,Hawke's Bay Anniversary,N,10/23/2009,Friday
10/26/2009,26/10/2009,26,10,2009,1,Monday,Labour Day,Y,10/26/2009,Monday
11/02/2009,2/11/2009,2,11,2009,1,Monday,Marlborough Anniversary,N,11/02/2009,Monday
11/13/2009,13/11/2009,13,11,2009,5,Friday,Canterbury Anniversary,N,11/13/2009,Friday
11/30/2009,30/11/2009,30,11,2009,1,Monday,Westland Anniversary,N,11/30/2009,Monday
11/30/2009,30/11/2009,30,11,2009,1,Monday,Chatham Islands Anniversary,N,11/30/2009,Monday
12/25/2009,25/12/2009,25,12,2009,5,Friday,Christmas Day,Y,12/25/2009,Friday
12/26/2009,26/12/2009,26,12,2009,6,Saturday,Boxing Day,Y,12/28/2009,Monday
1/01/2010,1/01/2010,1,1,2010,5,Friday,New Year's Day,Y,1/01/2010,Friday
1/02/2010,2/01/2010,2,1,2010,6,Saturday,Day after New Year's Day,Y,1/04/2010,Monday
01/25/2010,25/01/2010,25,1,2010,1,Monday,Wellington Anniversary,N,01/25/2010,Monday
2/01/2010,1/02/2010,1,2,2010,1,Monday,Auckland Anniversary,N,2/01/2010,Monday
2/01/2010,1/02/2010,1,2,2010,1,Monday,Nelson Anniversary,N,2/01/2010,Monday
2/06/2010,6/02/2010,6,2,2010,6,Saturday,Waitangi Day,Y,2/06/2010,Saturday
3/08/2010,8/03/2010,8,3,2010,1,Monday,Taranaki Anniversary,N,3/08/2010,Monday
03/22/2010,22/03/2010,22,3,2010,1,Monday,Otago Anniversary,N,03/22/2010,Monday
4/02/2010,2/04/2010,2,4,2010,5,Friday,Good Friday,Y,4/02/2010,Friday
4/05/2010,5/04/2010,5,4,2010,1,Monday,Easter Monday,Y,4/05/2010,Monday
4/06/2010,6/04/2010,6,4,2010,2,Tuesday,Southland Anniversary,N,4/06/2010,Tuesday
04/25/2010,25/04/2010,25,4,2010,7,Sunday,ANZAC Day,Y,04/25/2010,Sunday
6/07/2010,7/06/2010,7,6,2010,1,Monday,Queen's Birthday,Y,6/07/2010,Monday
09/27/2010,27/09/2010,27,9,2010,1,Monday,South Canterbury Anniversary,N,09/27/2010,Monday
10/22/2010,22/10/2010,22,10,2010,5,Friday,Hawke's Bay Anniversary,N,10/22/2010,Friday
10/25/2010,25/10/2010,25,10,2010,1,Monday,Labour Day,Y,10/25/2010,Monday
11/01/2010,1/11/2010,1,11,2010,1,Monday,Marlborough Anniversary,N,11/01/2010,Monday
11/12/2010,12/11/2010,12,11,2010,5,Friday,Canterbury Anniversary,N,11/12/2010,Friday
11/29/2010,29/11/2010,29,11,2010,1,Monday,Westland Anniversary,N,11/29/2010,Monday
11/29/2010,29/11/2010,29,11,2010,1,Monday,Chatham Islands Anniversary,N,11/29/2010,Monday
12/25/2010,25/12/2010,25,12,2010,6,Saturday,Christmas Day,Y,12/27/2010,Monday
12/26/2010,26/12/2010,26,12,2010,7,Sunday,Boxing Day,Y,12/27/2010,Monday
1/01/2011,1/01/2011,1,1,2011,6,Saturday,New Year's Day,Y,1/03/2011,Monday
1/02/2011,2/01/2011,2,1,2011,7,Sunday,Day after New Year's Day,Y,1/03/2011,Monday
01/24/2011,24/01/2011,24,1,2011,1,Monday,Wellington Anniversary,N,01/24/2011,Monday
01/31/2011,31/01/2011,31,1,2011,1,Monday,Auckland Anniversary,N,01/31/2011,Monday
01/31/2011,31/01/2011,31,1,2011,1,Monday,Nelson Anniversary,N,01/31/2011,Monday
2/06/2011,6/02/2011,6,2,2011,7,Sunday,Waitangi Day,Y,2/06/2011,Sunday
03/14/2011,14/03/2011,14,3,2011,1,Monday,Taranaki Anniversary,N,03/14/2011,Monday
03/21/2011,21/03/2011,21,3,2011,1,Monday,Otago Anniversary,N,03/21/2011,Monday
04/22/2011,22/04/2011,22,4,2011,5,Friday,Good Friday,Y,04/22/2011,Friday
04/25/2011,25/04/2011,25,4,2011,1,Monday,Easter Monday,Y,04/25/2011,Monday
04/25/2011,25/04/2011,25,4,2011,1,Monday,ANZAC Day,Y,04/25/2011,Monday
04/26/2011,26/04/2011,26,4,2011,2,Tuesday,Southland Anniversary,N,04/26/2011,Tuesday
6/06/2011,6/06/2011,6,6,2011,1,Monday,Queen's Birthday,Y,6/06/2011,Monday
09/26/2011,26/09/2011,26,9,2011,1,Monday,South Canterbury Anniversary,N,09/26/2011,Monday
10/21/2011,21/10/2011,21,10,2011,5,Friday,Hawke's Bay Anniversary,N,10/21/2011,Friday
10/24/2011,24/10/2011,24,10,2011,1,Monday,Labour Day,Y,10/24/2011,Monday
10/31/2011,31/10/2011,31,10,2011,1,Monday,Marlborough Anniversary,N,10/31/2011,Monday
11/11/2011,11/11/2011,11,11,2011,5,Friday,Canterbury Anniversary,N,11/11/2011,Friday
11/28/2011,28/11/2011,28,11,2011,1,Monday,Westland Anniversary,N,11/28/2011,Monday
11/28/2011,28/11/2011,28,11,2011,1,Monday,Chatham Islands Anniversary,N,11/28/2011,Monday
12/25/2011,25/12/2011,25,12,2011,7,Sunday,Christmas Day,Y,12/27/2011,Tuesday
12/26/2011,26/12/2011,26,12,2011,1,Monday,Boxing Day,Y,12/26/2011,Monday
1/01/2012,1/01/2012,1,1,2012,7,Sunday,New Year's Day,Y,1/03/2012,Tuesday
1/02/2012,2/01/2012,2,1,2012,1,Monday,Day after New Year's Day,Y,1/02/2012,Monday
01/23/2012,23/01/2012,23,1,2012,1,Monday,Wellington Anniversary,N,01/23/2012,Monday
01/30/2012,30/01/2012,30,1,2012,1,Monday,Auckland Anniversary,N,01/30/2012,Monday
01/30/2012,30/01/2012,30,1,2012,1,Monday,Nelson Anniversary,N,01/30/2012,Monday
2/06/2012,6/02/2012,6,2,2012,1,Monday,Waitangi Day,Y,2/06/2012,Monday
3/12/2012,12/03/2012,12,3,2012,1,Monday,Taranaki Anniversary,N,3/12/2012,Monday
03/26/2012,26/03/2012,26,3,2012,1,Monday,Otago Anniversary,N,03/26/2012,Monday
4/06/2012,6/04/2012,6,4,2012,5,Friday,Good Friday,Y,4/06/2012,Friday
4/09/2012,9/04/2012,9,4,2012,1,Monday,Easter Monday,Y,4/09/2012,Monday
4/10/2012,10/04/2012,10,4,2012,2,Tuesday,Southland Anniversary,N,4/10/2012,Tuesday
04/25/2012,25/04/2012,25,4,2012,3,Wednesday,ANZAC Day,Y,04/25/2012,Wednesday
6/04/2012,4/06/2012,4,6,2012,1,Monday,Queen's Birthday,Y,6/04/2012,Monday
09/24/2012,24/09/2012,24,9,2012,1,Monday,South Canterbury Anniversary,N,09/24/2012,Monday
10/19/2012,19/10/2012,19,10,2012,5,Friday,Hawke's Bay Anniversary,N,10/19/2012,Friday
10/22/2012,22/10/2012,22,10,2012,1,Monday,Labour Day,Y,10/22/2012,Monday
10/29/2012,29/10/2012,29,10,2012,1,Monday,Marlborough Anniversary,N,10/29/2012,Monday
11/16/2012,16/11/2012,16,11,2012,5,Friday,Canterbury Anniversary,N,11/16/2012,Friday
12/03/2012,3/12/2012,3,12,2012,1,Monday,Westland Anniversary,N,12/03/2012,Monday
12/03/2012,3/12/2012,3,12,2012,1,Monday,Chatham Islands Anniversary,N,12/03/2012,Monday
12/25/2012,25/12/2012,25,12,2012,2,Tuesday,Christmas Day,Y,12/25/2012,Tuesday
12/26/2012,26/12/2012,26,12,2012,3,Wednesday,Boxing Day,Y,12/26/2012,Wednesday
1/01/2013,1/01/2013,1,1,2013,2,Tuesday,New Year's Day,Y,1/01/2013,Tuesday
1/02/2013,2/01/2013,2,1,2013,3,Wednesday,Day after New Year's Day,Y,1/02/2013,Wednesday
01/21/2013,21/01/2013,21,1,2013,1,Monday,Wellington Anniversary,N,01/21/2013,Monday
01/28/2013,28/01/2013,28,1,2013,1,Monday,Auckland Anniversary,N,01/28/2013,Monday
2/04/2013,4/02/2013,4,2,2013,1,Monday,Nelson Anniversary,N,2/04/2013,Monday
2/06/2013,6/02/2013,6,2,2013,3,Wednesday,Waitangi Day,Y,2/06/2013,Wednesday
3/11/2013,11/03/2013,11,3,2013,1,Monday,Taranaki Anniversary,N,3/11/2013,Monday
03/25/2013,25/03/2013,25,3,2013,1,Monday,Otago Anniversary,N,03/25/2013,Monday
03/29/2013,29/03/2013,29,3,2013,5,Friday,Good Friday,Y,03/29/2013,Friday
4/01/2013,1/04/2013,1,4,2013,1,Monday,Easter Monday,Y,4/01/2013,Monday
4/02/2013,2/04/2013,2,4,2013,2,Tuesday,Southland Anniversary,N,4/02/2013,Tuesday
04/25/2013,25/04/2013,25,4,2013,4,Thursday,ANZAC Day,Y,04/25/2013,Thursday
6/03/2013,3/06/2013,3,6,2013,1,Monday,Queen's Birthday,Y,6/03/2013,Monday
09/23/2013,23/09/2013,23,9,2013,1,Monday,South Canterbury Anniversary,N,09/23/2013,Monday
10/25/2013,25/10/2013,25,10,2013,5,Friday,Hawke's Bay Anniversary,N,10/25/2013,Friday
10/28/2013,28/10/2013,28,10,2013,1,Monday,Labour Day,Y,10/28/2013,Monday
11/04/2013,4/11/2013,4,11,2013,1,Monday,Marlborough Anniversary,N,11/04/2013,Monday
11/15/2013,15/11/2013,15,11,2013,5,Friday,Canterbury Anniversary,N,11/15/2013,Friday
12/02/2013,2/12/2013,2,12,2013,1,Monday,Westland Anniversary,N,12/02/2013,Monday
12/02/2013,2/12/2013,2,12,2013,1,Monday,Chatham Islands Anniversary,N,12/02/2013,Monday
12/25/2013,25/12/2013,25,12,2013,3,Wednesday,Christmas Day,Y,12/25/2013,Wednesday
12/26/2013,26/12/2013,26,12,2013,4,Thursday,Boxing Day,Y,12/26/2013,Thursday
1/01/2014,1/01/2014,1,1,2014,3,Wednesday,New Year's Day,Y,1/01/2014,Wednesday
1/02/2014,2/01/2014,2,1,2014,4,Thursday,Day after New Year's Day,Y,1/02/2014,Thursday
01/20/2014,20/01/2014,20,1,2014,1,Monday,Wellington Anniversary,N,01/20/2014,Monday
01/27/2014,27/01/2014,27,1,2014,1,Monday,Auckland Anniversary,N,01/27/2014,Monday
2/03/2014,3/02/2014,3,2,2014,1,Monday,Nelson Anniversary,N,2/03/2014,Monday
2/06/2014,6/02/2014,6,2,2014,4,Thursday,Waitangi Day,Y,2/06/2014,Thursday
3/10/2014,10/03/2014,10,3,2014,1,Monday,Taranaki Anniversary,N,3/10/2014,Monday
03/24/2014,24/03/2014,24,3,2014,1,Monday,Otago Anniversary,N,03/24/2014,Monday
04/18/2014,18/04/2014,18,4,2014,5,Friday,Good Friday,Y,04/18/2014,Friday
04/21/2014,21/04/2014,21,4,2014,1,Monday,Easter Monday,Y,04/21/2014,Monday
04/22/2014,22/04/2014,22,4,2014,2,Tuesday,Southland Anniversary,N,04/22/2014,Tuesday
04/25/2014,25/04/2014,25,4,2014,5,Friday,ANZAC Day,Y,04/25/2014,Friday
6/02/2014,2/06/2014,2,6,2014,1,Monday,Queen's Birthday,Y,6/02/2014,Monday
09/22/2014,22/09/2014,22,9,2014,1,Monday,South Canterbury Anniversary,N,09/22/2014,Monday
10/24/2014,24/10/2014,24,10,2014,5,Friday,Hawke's Bay Anniversary,N,10/24/2014,Friday
10/27/2014,27/10/2014,27,10,2014,1,Monday,Labour Day,Y,10/27/2014,Monday
11/03/2014,3/11/2014,3,11,2014,1,Monday,Marlborough Anniversary,N,11/03/2014,Monday
11/14/2014,14/11/2014,14,11,2014,5,Friday,Canterbury Anniversary,N,11/14/2014,Friday
12/01/2014,1/12/2014,1,12,2014,1,Monday,Westland Anniversary,N,12/01/2014,Monday
12/01/2014,1/12/2014,1,12,2014,1,Monday,Chatham Islands Anniversary,N,12/01/2014,Monday
12/25/2014,25/12/2014,25,12,2014,4,Thursday,Christmas Day,Y,12/25/2014,Thursday
12/26/2014,26/12/2014,26,12,2014,5,Friday,Boxing Day,Y,12/26/2014,Friday
1/01/2015,1/01/2015,1,1,2015,4,Thursday,New Year's Day,Y,1/01/2015,Thursday
1/02/2015,2/01/2015,2,1,2015,5,Friday,Day after New Year's Day,Y,1/02/2015,Friday
01/19/2015,19/01/2015,19,1,2015,1,Monday,Wellington Anniversary,N,01/19/2015,Monday
01/26/2015,26/01/2015,26,1,2015,1,Monday,Auckland Anniversary,N,01/26/2015,Monday
2/02/2015,2/02/2015,2,2,2015,1,Monday,Nelson Anniversary,N,2/02/2015,Monday
2/06/2015,6/02/2015,6,2,2015,5,Friday,Waitangi Day,Y,2/06/2015,Friday
3/09/2015,9/03/2015,9,3,2015,1,Monday,Taranaki Anniversary,N,3/09/2015,Monday
03/23/2015,23/03/2015,23,3,2015,1,Monday,Otago Anniversary,N,03/23/2015,Monday
4/03/2015,3/04/2015,3,4,2015,5,Friday,Good Friday,Y,4/03/2015,Friday
4/06/2015,6/04/2015,6,4,2015,1,Monday,Easter Monday,Y,4/06/2015,Monday
4/07/2015,7/04/2015,7,4,2015,2,Tuesday,Southland Anniversary,N,4/07/2015,Tuesday
04/25/2015,25/04/2015,25,4,2015,6,Saturday,ANZAC Day,Y,04/27/2015,Monday
6/01/2015,1/06/2015,1,6,2015,1,Monday,Queen's Birthday,Y,6/01/2015,Monday
09/28/2015,28/09/2015,28,9,2015,1,Monday,South Canterbury Anniversary,N,09/28/2015,Monday
10/23/2015,23/10/2015,23,10,2015,5,Friday,Hawke's Bay Anniversary,N,10/23/2015,Friday
10/26/2015,26/10/2015,26,10,2015,1,Monday,Labour Day,Y,10/26/2015,Monday
11/02/2015,2/11/2015,2,11,2015,1,Monday,Marlborough Anniversary,N,11/02/2015,Monday
11/13/2015,13/11/2015,13,11,2015,5,Friday,Canterbury Anniversary,N,11/13/2015,Friday
11/30/2015,30/11/2015,30,11,2015,1,Monday,Westland Anniversary,N,11/30/2015,Monday
11/30/2015,30/11/2015,30,11,2015,1,Monday,Chatham Islands Anniversary,N,11/30/2015,Monday
12/25/2015,25/12/2015,25,12,2015,5,Friday,Christmas Day,Y,12/25/2015,Friday
12/26/2015,26/12/2015,26,12,2015,6,Saturday,Boxing Day,Y,12/28/2015,Monday
1/01/2016,1/01/2016,1,1,2016,5,Friday,New Year's Day,Y,1/01/2016,Friday
1/02/2016,2/01/2016,2,1,2016,6,Saturday,Day after New Year's Day,Y,1/04/2016,Monday
01/25/2016,25/01/2016,25,1,2016,1,Monday,Wellington Anniversary,N,01/25/2016,Monday
2/01/2016,1/02/2016,1,2,2016,1,Monday,Auckland Anniversary,N,2/01/2016,Monday
2/01/2016,1/02/2016,1,2,2016,1,Monday,Nelson Anniversary,N,2/01/2016,Monday
2/06/2016,6/02/2016,6,2,2016,6,Saturday,Waitangi Day,Y,2/08/2016,Monday
03/14/2016,14/03/2016,14,3,2016,1,Monday,Taranaki Anniversary,N,03/14/2016,Monday
03/21/2016,21/03/2016,21,3,2016,1,Monday,Otago Anniversary,N,03/21/2016,Monday
03/25/2016,25/03/2016,25,3,2016,5,Friday,Good Friday,Y,03/25/2016,Friday
03/28/2016,28/03/2016,28,3,2016,1,Monday,Easter Monday,Y,03/28/2016,Monday
03/29/2016,29/03/2016,29,3,2016,2,Tuesday,Southland Anniversary,N,03/29/2016,Tuesday
04/25/2016,25/04/2016,25,4,2016,1,Monday,ANZAC Day,Y,04/25/2016,Monday
6/06/2016,6/06/2016,6,6,2016,1,Monday,Queen's Birthday,Y,6/06/2016,Monday
09/26/2016,26/09/2016,26,9,2016,1,Monday,South Canterbury Anniversary,N,09/26/2016,Monday
10/21/2016,21/10/2016,21,10,2016,5,Friday,Hawke's Bay Anniversary,N,10/21/2016,Friday
10/24/2016,24/10/2016,24,10,2016,1,Monday,Labour Day,Y,10/24/2016,Monday
10/31/2016,31/10/2016,31,10,2016,1,Monday,Marlborough Anniversary,N,10/31/2016,Monday
11/11/2016,11/11/2016,11,11,2016,5,Friday,Canterbury Anniversary,N,11/11/2016,Friday
11/28/2016,28/11/2016,28,11,2016,1,Monday,Westland Anniversary,N,11/28/2016,Monday
11/28/2016,28/11/2016,28,11,2016,1,Monday,Chatham Islands Anniversary,N,11/28/2016,Monday
12/25/2016,25/12/2016,25,12,2016,7,Sunday,Christmas Day,Y,12/27/2016,Tuesday
12/26/2016,26/12/2016,26,12,2016,1,Monday,Boxing Day,Y,12/26/2016,Monday
1/01/2017,1/01/2017,1,1,2017,7,Sunday,New Year's Day,Y,1/03/2017,Tuesday
1/02/2017,2/01/2017,2,1,2017,1,Monday,Day after New Year's Day,Y,1/02/2017,Monday
01/23/2017,23/01/2017,23,1,2017,1,Monday,Wellington Anniversary,N,01/23/2017,Monday
01/30/2017,30/01/2017,30,1,2017,1,Monday,Auckland Anniversary,N,01/30/2017,Monday
01/30/2017,30/01/2017,30,1,2017,1,Monday,Nelson Anniversary,N,01/30/2017,Monday
2/06/2017,6/02/2017,6,2,2017,1,Monday,Waitangi Day,Y,2/06/2017,Monday
03/13/2017,13/03/2017,13,3,2017,1,Monday,Taranaki Anniversary,N,03/13/2017,Monday
03/20/2017,20/03/2017,20,3,2017,1,Monday,Otago Anniversary,N,03/20/2017,Monday
04/14/2017,14/04/2017,14,4,2017,5,Friday,Good Friday,Y,04/14/2017,Friday
04/17/2017,17/04/2017,17,4,2017,1,Monday,Easter Monday,Y,04/17/2017,Monday
04/18/2017,18/04/2017,18,4,2017,2,Tuesday,Southland Anniversary,N,04/18/2017,Tuesday
04/25/2017,25/04/2017,25,4,2017,2,Tuesday,ANZAC Day,Y,04/25/2017,Tuesday
